"meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx","label"
0.153381674203412,0.0709076082779012,0.155608919382504,0.0981360777587193,0.211640937678674,0.113504859919954,1.64545397209517,5.96806145814789,0.963071479127627,0.735318328768526,0.0934934248141795,0.153381674203412,0.10120703304552,0.0394088669950739,0.137931034482759,0.314697265625,0.0234375,0.6875,0.6640625,0.484705882352941,"male"
0.146757078110794,0.0730949936661667,0.146143617021277,0.0951329787234042,0.208510638297872,0.113377659574468,1.30632810401836,4.89532236812563,0.971513820885127,0.78480315649613,0.104813829787234,0.146757078110794,0.10687230423192,0.036697247706422,0.163265306122449,0.349158653846154,0.04296875,0.65234375,0.609375,0.362179487179487,"male"
0.162613165866999,0.0745524289837349,0.174403518416712,0.108213304013194,0.224892798240792,0.116679494227598,1.63432718039443,6.45514828813012,0.965022583454134,0.741834930728319,0.216272677295217,0.162613165866999,0.110920774777167,0.0278745644599303,0.222222222222222,0.32421875,0.08984375,0.6484375,0.55859375,0.353646353646354,"male"
0.152234663730639,0.0745355563439333,0.145961070559611,0.101338199513382,0.217834549878345,0.116496350364964,1.1369462665523,4.63890127666331,0.9751437690809,0.804976748110467,0.134549878345499,0.152234663730639,0.10317201200805,0.00892857142857143,0.177777777777778,0.343017578125,0.0546875,0.55859375,0.50390625,0.631007751937985,"male"
0.165155721525222,0.0716532088557399,0.15782092772384,0.116289104638619,0.231370010787487,0.115080906148867,1.25259048241681,4.57629866326283,0.965833274251323,0.738269761578092,0.133505933117584,0.165155721525222,0.110478995283472,0.0386473429951691,0.166666666666667,0.313720703125,0.0625,0.48046875,0.41796875,0.517133956386293,"male"
0.167755712464035,0.0703381097027002,0.175250198570294,0.114535345512311,0.229293089753773,0.114757744241461,1.19700802586992,4.29496105901687,0.958008013568115,0.693882097746127,0.202382843526608,0.167755712464035,0.101870127901952,0.0135593220338983,0.148148148148148,0.337713068181818,0.0078125,0.6875,0.6796875,0.321264367816092,"male"
0.155535743814476,0.0738149567082238,0.156010638297872,0.101462765957447,0.214654255319149,0.113191489361702,1.92020526077358,7.82862132533328,0.96433200835982,0.753931663371805,0.201063829787234,0.155535743814476,0.109581482570724,0.0533333333333333,0.153846153846154,0.402994791666667,0.03515625,1.0078125,0.97265625,0.245710113179993,"male"
0.161513641512175,0.0741784375104963,0.182370990237099,0.102510460251046,0.226108786610879,0.123598326359833,1.31857335867207,4.68691239911576,0.962416289364868,0.726941573416744,0.09860529986053,0.161513641512175,0.0956737519601547,0.0082135523613963,0.135593220338983,0.287760416666667,0.0390625,0.6328125,0.59375,0.324162679425837,"male"
0.153031333052202,0.0727095877309866,0.159932735426009,0.0995067264573991,0.213452914798206,0.113946188340807,1.83825535472917,7.5246068352778,0.968196974585792,0.775888915015966,0.210784753363229,0.153031333052202,0.105525092919396,0.0321285140562249,0.163265306122449,0.305908203125,0.09375,0.62890625,0.53515625,0.39155370177268,"male"
0.165355220196622,0.06784016321293,0.180034662045061,0.104090121317158,0.216672443674177,0.112582322357019,1.34931309506242,4.43186924209696,0.952072509614947,0.670588164502005,0.0992374350086655,0.165355220196622,0.105632105285399,0.0879120879120879,0.129032258064516,0.28857421875,0.09765625,0.5390625,0.44140625,0.429835651074589,"male"
0.102077648580288,0.0842823580042747,0.0701081916537867,0.0276970633693972,0.191499227202473,0.163802163833076,2.00217375804955,7.51150526258449,0.948424815036403,0.663655001504031,0.0181761978361669,0.102077648580288,0.179683209042109,0.0186480186480186,0.258064516129032,0.119318181818182,0,0.46875,0.46875,0.335,"female"
0.131492734971772,0.0974724664752345,0.126029106029106,0.0288149688149688,0.226735966735967,0.197920997920998,1.56491385921737,5.39819576731578,0.951120536462538,0.64565521770662,0.0126611226611227,0.131492734971772,0.179241076049264,0.025,0.275862068965517,0.122953869047619,0,0.28125,0.28125,0.358333333333333,"female"
0.115088536991446,0.0907906404849007,0.087838519764508,0.0270815811606392,0.204642556770395,0.177560975609756,2.12868901436379,8.1594408740035,0.943234792477747,0.646551344152449,0.0103616484440706,0.115088536991446,0.196511869397725,0.0441988950276243,0.266666666666667,0.21953125,0,0.97265625,0.97265625,0.287371709058456,"female"
0.125579657141212,0.0914347364665764,0.103895175699821,0.0368552709946397,0.21512805241215,0.17827278141751,1.38379655820503,5.73998996432632,0.956677564499174,0.670402263964643,0.00983918999404407,0.125579657141212,0.20435077400159,0.0169133192389006,0.275862068965517,0.197048611111111,0,0.921875,0.921875,0.202642073778664,"female"
0.148314688230099,0.0947376719129525,0.195924932975871,0.0450402144772118,0.226702412868633,0.181662198391421,1.66257995898117,6.13221130095418,0.943041853645004,0.603300037703319,0.211689008042895,0.148314688230099,0.167586172662839,0.0103225806451613,0.266666666666667,0.15234375,0,0.7890625,0.7890625,0.309405940594059,"female"
0.159690337985943,0.0904752045843362,0.202751159196291,0.0571251931993818,0.229149922720247,0.172024729520866,1.88522453683078,7.23009298914898,0.944211082375676,0.637794789862,0.212704791344668,0.159690337985943,0.177802436585756,0.00842105263157895,0.25,0.165771484375,0,0.82421875,0.82421875,0.234439178515008,"female"
0.120752949543506,0.0881531236286684,0.0935240040858018,0.0489070480081716,0.219938712972421,0.171031664964249,0.945054432383459,3.69194743625804,0.962587070197778,0.720324075561998,0.055485188968335,0.120752949543506,0.181715476419086,0.00796019900497512,0.266666666666667,0.1083984375,0.0078125,0.2734375,0.265625,0.445378151260504,"female"
0.153589435245439,0.100278385597335,0.213411306042885,0.0362053281351527,0.236153346328785,0.199948018193632,1.96811947288371,7.10044701116648,0.919026357545316,0.464501490771298,0.223417803768681,0.153589435245439,0.161650145398396,0.00993788819875776,0.266666666666667,0.137109375,0,0.6328125,0.6328125,0.236282578875171,"female"
0.132264232304638,0.0934418644365199,0.137543859649123,0.0336582196231319,0.22087069525666,0.187212475633528,1.92309266161711,7.1000762744329,0.942157043014989,0.61168126071107,0.00836907082521117,0.132264232304638,0.191396114743352,0.00839454354669465,0.258064516129032,0.151258680555556,0,0.76953125,0.76953125,0.25261272021499,"female"
0.104809481694382,0.0938972387923254,0.0572262773722628,0.022992700729927,0.205742092457421,0.182749391727494,1.80206522009139,6.24752666111186,0.94925648016852,0.666962795309769,0.0109002433090024,0.104809481694382,0.213811618625754,0.0446927374301676,0.266666666666667,0.145909926470588,0,0.57421875,0.57421875,0.269557823129252,"female"
